p sp 3278 4982
a 2001 2885 45.8 39.1
a 2002 545 2.1 1.8
a 2002 1451 17.5 15.0
a 2002 2136 55.4 47.4
a 2003 1034 30.0 25.6
a 2003 1275 7.8 6.7
a 2003 2760 4.6 3.9
a 2004 233 79.6 68.0
a 2004 2347 19.8 16.9
a 2004 2349 20.1 17.2
a 2005 2909 11.5 9.8
a 2006 2056 4.3 3.7
a 2006 2230 9.0 7.7
a 2006 3238 107.0 91.5
a 2007 1866 12.7 10.9
a 2007 2092 67.5 57.7
a 2007 3129 4.1 3.5
a 2008 316 15.6 13.3
a 2008 692 54.1 46.2
a 2008 1677 16.9 14.4
a 2008 2839 48.7 41.6
a 2009 863 13.6 11.6
a 2009 977 28.5 24.4
a 2009 1842 47.0 40.2
a 2010 111 6.4 5.5
a 2010 2996 7.1 6.1
a 2010 3197 32.8 28.0
a 2011 1986 32.2 27.5
a 2011 2899 6.7 5.7
a 2011 3185 33.1 28.3
a 2012 2042 10.3 8.8
a 2012 2112 34.9 29.8
a 2012 2885 29.6 25.3
a 2013 1524 33.3 28.5
a 2013 2149 39.2 33.5
a 2013 2852 48.2 41.2
a 2014 163 11.9 10.2
a 2014 635 22.4 19.1
a 2014 1199 9.0 7.7
a 2014 2796 49.8 42.6
a 2015 3065 52.9 45.2
a 2016 829 8.1 6.9
a 2016 866 9.6 8.2
a 2016 984 17.9 15.3
a 2016 1868 11.5 9.8
a 2017 1865 5.4 4.6
a 2017 2052 1.8 1.5
a 2017 2914 15.2 13.0
a 2018 190 51.4 43.9
a 2018 1587 9.1 7.8
a 2018 3067 15.9 13.6
a 2019 867 8.5 7.3
a 2019 1563 43.5 37.2
a 2019 2432 52.0 44.4
a 2020 915 13.1 11.2
a 2020 1337 12.9 11.0
a 2020 2288 110.4 94.4
a 2021 81 6.0 5.1
a 2021 1113 10.6 9.1
a 2021 2408 111.7 95.5
a 2022 262 10.6 9.1
a 2022 1596 7.9 6.8
a 2022 2130 7.8 6.7
a 2022 2851 353.3 302.0
a 2023 307 49.1 42.0
a 2023 483 32.9 28.1
a 2023 1254 8.6 7.4
a 2024 1032 17.3 14.8
a 2025 2089 134.2 114.7
a 2025 2803 68.8 58.8
a 2025 2848 10.1 8.6
a 2026 1407 11.5 9.8
a 2026 2082 7.0 6.0
a 2026 2476 9.6 8.2
a 2026 2773 39.3 33.6
a 2027 1052 12.9 11.0
a 2027 2154 9.1 7.8
a 2027 2420 9.9 8.5
a 2027 2768 61.3 52.4
a 2028 455 28.7 24.5
a 2028 693 10.8 9.2
a 2028 1293 68.3 58.4
a 2029 201 18.6 15.9
a 2029 263 19.4 16.6
a 2029 539 13.3 11.4
a 2029 1854 14.4 12.3
a 2030 152 88.5 75.6
a 2030 1444 18.0 15.4
a 2030 2316 40.9 35.0
a 2030 2591 11.1 9.5
a 2031 945 12.3 10.5
a 2031 1161 12.1 10.3
a 2031 1617 9.6 8.2
a 2031 3214 11.3 9.7
a 2032 7 22.6 19.3
a 2032 957 49.0 41.9
a 2032 2970 10.2 8.7
a 2033 261 5.8 5.0
a 2033 726 68.8 58.8
a 2033 3026 4.2 3.6
a 2034 1778 25.8 22.1
a 2035 263 5.5 4.7
a 2035 1278 68.1 58.2
a 2035 1962 5.8 5.0
a 2036 512 37.9 32.4
a 2036 1723 26.1 22.3
a 2036 2049 45.5 38.9
a 2037 2446 5.7 4.9
a 2038 1401 28.9 24.7
a 2038 1550 8.0 6.8
a 2038 1753 33.1 28.3
a 2039 1057 34.0 29.1
a 2039 1557 7.4 6.3
a 2039 2929 43.3 37.0
a 2039 2975 33.0 28.2
a 2040 1622 6.2 5.3
a 2040 1699 20.0 17.1
a 2040 1939 24.0 20.5
a 2041 212 35.0 29.9
a 2041 980 45.3 38.7
a 2041 1418 31.1 26.6
a 2042 1210 14.9 12.7
a 2042 2012 10.3 8.8
a 2042 2622 7.0 6.0
a 2043 1046 570.0 487.2
a 2043 1563 11.0 9.4
a 2043 2258 8.7 7.4
a 2043 3128 8.0 6.8
a 2044 2278 6.4 5.5
a 2044 2498 65.3 55.8
a 2044 3076 49.6 42.4
a 2045 1857 10.2 8.7
a 2045 2523 31.3 26.8
a 2045 2994 4.9 4.2
a 2046 2592 617.5 527.8
a 2047 23 70.6 60.3
a 2047 1983 68.4 58.5
a 2047 2393 35.0 29.9
a 2048 336 38.6 33.0
a 2048 394 21.9 18.7
a 2048 1804 6.6 5.6
a 2048 1916 61.9 52.9
a 2049 2036 45.5 38.9
a 2049 2417 38.3 32.7
a 2049 2586 44.6 38.1
a 2050 251 211.5 180.8
a 2050 253 13.4 11.5
a 2050 2144 41.6 35.6
a 2051 1005 45.5 38.9
a 2051 1657 27.3 23.3
a 2051 2423 4.4 3.8
a 2052 1299 26.0 22.2
a 2052 2017 1.8 1.5
a 2052 2437 54.9 46.9
a 2053 2590 9.1 7.8
a 2053 2779 73.5 62.8
a 2053 2900 46.5 39.7
a 2053 2928 5.4 4.6
a 2054 904 39.7 33.9
a 2054 1591 43.2 36.9
a 2054 1607 29.3 25.0
a 2054 2796 9.2 7.9
a 2055 1486 7.6 6.5
a 2055 1632 54.6 46.7
a 2055 2252 48.1 41.1
a 2055 2908 23.2 19.8
a 2056 127 9.5 8.1
a 2056 1574 100.3 85.7
a 2056 2006 4.3 3.7
a 2057 1516 27.4 23.4
a 2057 2533 53.0 45.3
a 2057 2871 31.1 26.6
a 2058 1792 51.0 43.6
a 2058 2452 17.0 14.5
a 2058 3036 9.8 8.4
a 2059 909 23.7 20.3
a 2059 1103 44.9 38.4
a 2059 1623 6.6 5.6
a 2059 2780 5.7 4.9
a 2060 1559 51.8 44.3
a 2060 1880 59.6 50.9
a 2060 2232 35.2 30.1
a 2060 2795 41.1 35.1
a 2061 1718 34.8 29.7
a 2061 2070 71.7 61.3
a 2061 2100 46.8 40.0
a 2062 307 9.0 7.7
a 2062 380 9.1 7.8
a 2062 903 50.1 42.8
a 2062 1836 29.6 25.3
a 2063 921 47.3 40.4
a 2063 2289 55.6 47.5
a 2063 2383 9.2 7.9
a 2064 1039 3.8 3.2
a 2064 1497 41.3 35.3
a 2064 2716 30.2 25.8
a 2065 2234 22.9 19.6
a 2066 541 6.8 5.8
a 2067 2151 79.1 67.6
a 2068 319 19.5 16.7
a 2068 2548 18.7 16.0
a 2068 2584 28.0 23.9
a 2068 3216 3.8 3.2
a 2069 458 32.5 27.8
a 2069 488 115.8 99.0
a 2069 2652 32.7 27.9
a 2070 1075 22.5 19.2
a 2070 1647 13.2 11.3
a 2070 2061 71.7 61.3
a 2071 3203 25.3 21.6
a 2072 1342 13.0 11.1
a 2073 190 16.9 14.4
a 2073 448 17.2 14.7
a 2073 2103 8.9 7.6
a 2073 2983 31.5 26.9
a 2074 318 35.3 30.2
a 2074 965 7.7 6.6
a 2074 983 64.3 55.0
a 2074 1234 15.2 13.0
a 2075 424 5.5 4.7
a 2075 1601 21.6 18.5
a 2075 3007 26.2 22.4
a 2076 1587 151.4 129.4
a 2077 81 6.7 5.7
a 2077 706 10.7 9.1
a 2077 2192 32.2 27.5
a 2078 3017 4.4 3.8
a 2079 251 152.3 130.2
a 2079 2140 89.2 76.2
a 2079 2422 61.3 52.4
a 2080 187 90.9 77.7
a 2080 1164 6.2 5.3
a 2080 3021 16.4 14.0
a 2081 606 14.0 12.0
a 2081 847 14.6 12.5
a 2081 1140 13.0 11.1
a 2081 1857 9.3 7.9
a 2082 183 8.8 7.5
a 2082 1780 11.5 9.8
a 2082 2026 7.0 6.0
a 2082 2563 9.6 8.2
a 2083 288 24.5 20.9
a 2083 1286 11.1 9.5
a 2083 1991 12.8 10.9
a 2084 528 26.3 22.5
a 2084 1394 45.0 38.5
a 2084 2615 10.6 9.1
a 2085 462 14.8 12.6
a 2085 854 30.6 26.2
a 2085 3193 12.7 10.9
a 2086 793 13.9 11.9
a 2086 1196 0.8 0.7
a 2086 2739 88.4 75.6
a 2087 599 133.7 114.3
a 2087 1342 7.1 6.1
a 2087 2301 5.8 5.0
a 2088 1694 7.5 6.4
a 2088 2233 9.7 8.3
a 2088 2933 65.0 55.6
a 2089 1127 10.0 8.5
a 2089 2025 134.2 114.7
a 2089 3260 3.0 2.6
a 2090 1156 8.4 7.2
a 2090 1175 23.8 20.3
a 2090 2333 49.7 42.5
a 2091 344 4.6 3.9
a 2091 1956 5.0 4.3
a 2091 3104 4.1 3.5
a 2091 3163 36.4 31.1
a 2092 2007 67.5 57.7
a 2092 2221 61.5 52.6
a 2092 2357 17.5 15.0
a 2093 418 4.9 4.2
a 2093 727 16.9 14.4
a 2093 1651 39.0 33.3
a 2093 2967 7.7 6.6
a 2094 484 46.5 39.7
a 2094 1804 5.6 4.8
a 2094 2937 59.9 51.2
a 2094 3012 57.8 49.4
a 2095 1926 5.8 5.0
a 2095 3040 8.7 7.4
a 2095 3194 22.8 19.5
a 2096 1639 3.3 2.8
a 2097 1810 5.5 4.7
a 2098 2234 364.9 311.9
a 2099 1740 5.5 4.7
a 2100 2061 46.8 40.0
a 2100 2611 29.8 25.5
a 2100 2881 33.6 28.7
a 2101 91 14.3 12.2
a 2101 2371 13.9 11.9
a 2101 3137 13.0 11.1
a 2102 870 70.8 60.5
a 2102 1789 68.8 58.8
a 2102 2761 7.4 6.3
a 2102 3146 7.0 6.0
a 2103 840 35.0 29.9
a 2103 1832 18.9 16.2
a 2103 2073 8.9 7.6
a 2104 1157 8.6 7.4
a 2105 77 7.5 6.4
a 2105 269 9.3 7.9
a 2105 832 7.8 6.7
a 2105 1251 109.7 93.8
a 2106 460 60.7 51.9
a 2106 554 21.0 17.9
a 2106 600 10.5 9.0
a 2106 2501 8.6 7.4
a 2107 688 2.2 1.9
a 2107 1021 155.5 132.9
a 2107 1239 5.8 5.0
a 2108 1546 5.7 4.9
a 2109 562 12.0 10.3
a 2109 1127 7.6 6.5
a 2109 2158 9.5 8.1
a 2109 2220 6.9 5.9
a 2110 506 16.1 13.8
a 2110 1993 5.7 4.9
a 2110 2156 6.6 5.6
a 2110 2163 11.9 10.2
a 2111 216 87.8 75.0
a 2111 536 1.1 0.9
a 2111 2857 22.3 19.1
a 2112 1195 24.0 20.5
a 2112 2012 34.9 29.8
a 2112 2278 11.6 9.9
a 2113 788 4.2 3.6
a 2113 1639 5.2 4.4
a 2113 2690 4.6 3.9
a 2114 300 6.5 5.6
a 2114 1313 12.4 10.6
a 2114 2185 116.3 99.4
a 2114 3136 113.3 96.8
a 2115 1085 5.2 4.4
a 2115 1091 66.4 56.8
a 2115 1806 9.1 7.8
a 2116 39 1.4 1.2
a 2117 462 8.7 7.4
a 2117 1122 9.7 8.3
a 2117 3004 10.4 8.9
a 2118 995 61.4 52.5
a 2118 1685 8.4 7.2
a 2118 3143 6.5 5.6
a 2119 373 9.3 7.9
a 2119 1414 58.5 50.0
a 2119 2392 13.1 11.2
a 2119 2566 9.9 8.5
a 2120 185 90.9 77.7
a 2120 659 34.6 29.6
a 2120 734 12.9 11.0
a 2120 3269 27.4 23.4
a 2121 939 27.5 23.5
a 2121 1686 49.1 42.0
a 2121 2667 175.7 150.2
a 2121 3032 7.2 6.2
a 2122 954 7.1 6.1
a 2122 1579 16.0 13.7
a 2122 2153 25.7 22.0
a 2122 3054 68.2 58.3
a 2123 1385 61.4 52.5
a 2123 1782 23.2 19.8
a 2123 2937 21.8 18.6
a 2124 1186 68.2 58.3
a 2124 1332 58.8 50.3
a 2124 3207 9.3 7.9
a 2125 211 90.9 77.7
a 2125 2372 6.7 5.7
a 2125 2904 3.9 3.3
a 2126 398 21.9 18.7
a 2126 779 22.1 18.9
a 2126 1881 81.9 70.0
a 2126 2413 9.2 7.9
a 2127 477 32.0 27.4
a 2127 955 3.3 2.8
a 2127 2812 21.9 18.7
a 2127 2938 18.9 16.2
a 2128 47 47.4 40.5
a 2128 2203 23.2 19.8
a 2128 2330 6.3 5.4
a 2128 2528 12.3 10.5
a 2129 454 69.5 59.4
a 2129 995 42.6 36.4
a 2129 1966 16.1 13.8
a 2130 2022 7.8 6.7
a 2130 2376 46.9 40.1
a 2130 3101 12.8 10.9
a 2130 3191 10.7 9.1
a 2131 1125 38.7 33.1
a 2132 865 5.1 4.4
a 2132 3081 60.4 51.6
a 2132 3113 41.6 35.6
a 2132 3229 43.6 37.3
a 2133 271 16.8 14.4
a 2133 1107 100.1 85.6
a 2133 1240 28.0 23.9
a 2134 459 81.1 69.3
a 2134 1540 39.7 33.9
a 2134 3020 9.7 8.3
a 2134 3275 83.6 71.5
a 2135 680 3.9 3.3
a 2135 1286 4.2 3.6
a 2135 1464 38.3 32.7
a 2136 1360 38.2 32.6
a 2136 2002 55.4 47.4
a 2136 2610 48.0 41.0
a 2136 2719 6.3 5.4
a 2137 1165 5.6 4.8
a 2137 2326 177.1 151.4
a 2137 3132 8.8 7.5
a 2138 1325 5.6 4.8
a 2138 1380 36.5 31.2
a 2138 1597 8.1 6.9
a 2138 2251 15.3 13.1
a 2139 317 5.2 4.4
a 2139 1292 29.7 25.4
a 2139 1410 323.5 276.5
a 2139 2301 6.0 5.1
a 2140 253 5.7 4.9
a 2140 2079 89.2 76.2
a 2140 2346 10.0 8.5
a 2141 1728 6.1 5.2
a 2141 2470 24.9 21.3
a 2141 2646 15.0 12.8
a 2142 771 34.8 29.7
a 2142 1487 42.3 36.2
a 2142 2174 87.1 74.4
a 2142 3222 72.0 61.5
a 2143 1451 6.7 5.7
a 2144 2050 41.6 35.6
a 2145 267 16.8 14.4
a 2145 352 18.6 15.9
a 2145 1257 11.5 9.8
a 2145 2189 113.2 96.8
a 2146 275 22.3 19.1
a 2146 600 10.1 8.6
a 2146 1802 3.2 2.7
a 2146 2893 21.7 18.5
a 2147 38 3.7 3.2
a 2147 1921 3.6 3.1
a 2147 2439 8.6 7.4
a 2148 498 10.2 8.7
a 2148 1706 23.3 19.9
a 2148 3038 46.3 39.6
a 2149 850 48.3 41.3
a 2149 1564 52.9 45.2
a 2149 2013 39.2 33.5
a 2150 913 7.8 6.7
a 2150 1492 12.7 10.9
a 2150 1786 6.5 5.6
a 2150 2779 95.5 81.6
a 2151 2067 79.1 67.6
a 2151 2520 22.2 19.0
a 2151 3125 10.8 9.2
a 2152 320 26.4 22.6
a 2152 677 59.7 51.0
a 2152 2666 5.5 4.7
a 2153 1259 10.1 8.6
a 2153 2122 25.7 22.0
a 2153 2668 7.3 6.2
a 2154 2027 9.1 7.8
a 2154 2217 7.9 6.8
a 2154 2681 18.0 15.4
a 2155 54 17.8 15.2
a 2155 902 126.6 108.2
a 2155 1622 30.8 26.3
a 2156 724 11.8 10.1
a 2156 1113 16.3 13.9
a 2156 1215 48.2 41.2
a 2156 2110 6.6 5.6
a 2157 858 119.8 102.4
a 2157 1928 121.8 104.1
a 2157 3237 99.9 85.4
a 2158 627 36.4 31.1
a 2158 1310 5.0 4.3
a 2158 2109 9.5 8.1
a 2158 2517 5.0 4.3
a 2159 85 8.8 7.5
a 2159 269 7.5 6.4
a 2159 832 9.2 7.9
a 2159 2999 90.6 77.4
a 2160 273 42.9 36.7
a 2160 1311 8.7 7.4
a 2160 2468 24.8 21.2
a 2161 1016 65.1 55.6
a 2161 1197 53.0 45.3
a 2161 2520 97.5 83.3
a 2162 2 7.8 6.7
a 2162 886 29.1 24.9
a 2162 2688 5.0 4.3
a 2163 724 6.3 5.4
a 2163 2110 11.9 10.2
a 2163 2558 23.7 20.3
a 2163 3220 5.7 4.9
a 2164 25 10.0 8.5
a 2164 913 12.9 11.0
a 2164 1492 8.1 6.9
a 2164 1850 11.6 9.9
a 2165 163 13.2 11.3
a 2165 288 7.5 6.4
a 2165 1380 15.9 13.6
a 2165 2251 35.6 30.4
a 2166 540 2.8 2.4
a 2166 768 49.7 42.5
a 2166 871 6.2 5.3
a 2167 672 23.2 19.8
a 2167 1098 13.7 11.7
a 2167 1710 66.0 56.4
a 2167 2918 12.3 10.5
a 2168 248 41.1 35.1
a 2168 2824 28.0 23.9
a 2168 2888 117.8 100.7
a 2169 1437 13.0 11.1
a 2169 1811 39.4 33.7
a 2169 2516 25.3 21.6
a 2170 1289 21.9 18.7
a 2170 1640 7.0 6.0
a 2170 2723 14.5 12.4
a 2171 505 10.3 8.8
a 2171 2683 2.6 2.2
a 2171 2782 7.8 6.7
a 2171 2784 34.4 29.4
a 2172 2489 13.5 11.5
a 2172 2580 9.6 8.2
a 2172 3107 123.4 105.5
a 2172 3169 11.0 9.4
a 2173 617 144.5 123.5
a 2174 1179 10.3 8.8
a 2174 2142 87.1 74.4
a 2174 2508 37.6 32.1
a 2174 2960 54.5 46.6
a 2175 646 33.1 28.3
a 2175 1141 50.7 43.3
a 2175 1206 21.7 18.5
a 2175 2882 53.0 45.3
a 2176 150 6.4 5.5
a 2176 1186 63.0 53.8
a 2176 1855 8.1 6.9
a 2177 272 23.4 20.0
a 2177 951 11.5 9.8
a 2177 1679 10.9 9.3
a 2178 662 13.8 11.8
a 2178 1224 13.8 11.8
a 2178 1381 10.5 9.0
a 2178 2549 16.0 13.7
a 2179 1344 110.1 94.1
a 2179 1829 5.5 4.7
a 2179 2855 4.2 3.6
a 2180 267 68.0 58.1
a 2180 481 68.4 58.5
a 2180 1582 95.8 81.9
a 2181 276 48.0 41.0
a 2181 376 7.4 6.3
a 2181 3183 47.0 40.2
a 2181 3259 22.1 18.9
a 2182 330 49.5 42.3
a 2182 1295 44.2 37.8
a 2182 2526 49.3 42.1
a 2183 1228 60.0 51.3
a 2183 1262 6.9 5.9
a 2183 1977 8.6 7.4
a 2183 3159 6.8 5.8
a 2184 1250 17.4 14.9
a 2184 1361 2.1 1.8
a 2184 2812 15.5 13.2
a 2185 49 13.8 11.8
a 2185 1243 8.8 7.5
a 2185 2114 116.3 99.4
a 2185 2552 18.5 15.8
a 2186 1833 139.7 119.4
a 2187 369 65.9 56.3
a 2188 3 49.3 42.1
a 2188 1389 22.1 18.9
a 2188 1409 49.7 42.5
a 2188 1836 19.1 16.3
a 2189 898 57.6 49.2
a 2189 2145 113.2 96.8
a 2189 3164 162.7 139.1
a 2190 844 9.1 7.8
a 2190 2239 30.5 26.1
a 2190 2350 7.9 6.8
a 2191 1297 21.9 18.7
a 2191 1377 42.4 36.2
a 2191 2682 6.9 5.9
a 2192 337 10.5 9.0
a 2192 927 13.6 11.6
a 2192 2077 32.2 27.5
a 2193 446 6.2 5.3
a 2193 1204 50.6 43.2
a 2193 1262 70.9 60.6
a 2193 1808 60.6 51.8
a 2194 1407 7.3 6.2
a 2194 1685 6.0 5.1
a 2194 2239 10.2 8.7
a 2195 842 11.6 9.9
a 2195 2364 116.0 99.1
a 2195 2927 10.7 9.1
a 2195 3072 24.2 20.7
a 2196 509 37.6 32.1
a 2196 1030 38.8 33.2
a 2196 2564 53.2 45.5
a 2197 916 2.5 2.1
a 2198 1545 8.0 6.8
a 2199 1008 7.3 6.2
a 2199 1367 8.5 7.3
a 2199 2238 36.3 31.0
a 2200 82 17.9 15.3
a 2200 353 9.2 7.9
a 2200 397 51.5 44.0
a 2200 2863 45.2 38.6
a 2201 299 35.0 29.9
a 2201 498 45.0 38.5
a 2201 3183 31.2 26.7
a 2202 310 91.2 77.9
a 2202 419 36.5 31.2
a 2202 1611 5.8 5.0
a 2202 2693 47.7 40.8
a 2203 1180 42.7 36.5
a 2203 2128 23.2 19.8
a 2203 2463 70.2 60.0
a 2204 1765 9.0 7.7
a 2204 1884 5.9 5.0
a 2204 2461 8.6 7.4
a 2205 1047 8.6 7.4
a 2205 1159 38.1 32.6
a 2205 1813 21.2 18.1
a 2206 101 69.6 59.5
a 2206 1645 8.0 6.8
a 2206 2669 79.8 68.2
a 2207 2948 3.1 2.6
a 2208 343 12.2 10.4
a 2208 391 17.7 15.1
a 2208 1108 170.5 145.7
a 2208 2247 11.0 9.4
a 2209 1106 222.4 190.1
a 2210 1366 7.2 6.2
a 2210 2655 41.1 35.1
a 2210 2995 15.5 13.2
a 2211 849 42.5 36.3
a 2211 1241 19.3 16.5
a 2211 2865 20.8 17.8
a 2212 626 21.6 18.5
a 2212 1312 82.1 70.2
a 2212 1539 27.1 23.2
a 2212 1978 5.6 4.8
a 2213 107 15.6 13.3
a 2213 1372 12.5 10.7
a 2213 2599 12.3 10.5
a 2213 3056 15.3 13.1
a 2214 88 101.7 86.9
a 2215 1561 61.6 52.6
a 2215 2707 28.5 24.4
a 2215 3106 3.6 3.1
a 2216 21 7.5 6.4
a 2217 2154 7.9 6.8
a 2217 2518 97.1 83.0
a 2217 2947 4.9 4.2
a 2218 160 3.2 2.7
a 2218 1148 13.6 11.6
a 2218 1624 72.5 62.0
a 2219 1147 8.6 7.4
a 2219 2300 31.9 27.3
a 2219 2683 81.9 70.0
a 2219 3022 33.8 28.9
a 2220 766 7.1 6.1
a 2220 1485 7.7 6.6
a 2220 1495 27.9 23.8
a 2220 2109 6.9 5.9
a 2221 2092 61.5 52.6
a 2221 2223 67.7 57.9
a 2221 2838 32.2 27.5
a 2222 1048 314.4 268.7
a 2222 2443 40.6 34.7
a 2222 2985 194.1 165.9
a 2222 3082 5.6 4.8
a 2223 23 7.8 6.7
a 2223 437 27.0 23.1
a 2223 2221 67.7 57.9
a 2224 372 31.4 26.8
a 2224 602 133.8 114.4
a 2224 1508 6.6 5.6
a 2224 1644 33.7 28.8
a 2225 5 5.9 5.0
a 2226 36 27.0 23.1
a 2226 227 12.2 10.4
a 2226 820 23.2 19.8
a 2226 1674 12.6 10.8
a 2227 421 93.3 79.7
a 2227 2431 158.1 135.1
a 2227 2919 8.4 7.2
a 2228 122 7.6 6.5
a 2228 126 7.4 6.3
a 2228 2396 74.5 63.7
a 2229 699 251.9 215.3
a 2230 368 7.2 6.2
a 2230 2006 9.0 7.7
a 2230 2506 15.8 13.5
a 2230 2800 109.3 93.4
a 2231 543 194.8 166.5
a 2231 972 10.2 8.7
a 2231 2679 22.2 19.0
a 2232 173 60.3 51.5
a 2232 2060 35.2 30.1
a 2232 2649 7.4 6.3
a 2232 2881 26.5 22.6
a 2233 693 21.6 18.5
a 2233 1551 7.8 6.7
a 2233 2088 9.7 8.3
a 2233 2340 8.1 6.9
a 2234 407 13.5 11.5
a 2234 2065 22.9 19.6
a 2234 2098 364.9 311.9
a 2234 2327 41.4 35.4
a 2235 841 17.8 15.2
a 2235 1567 53.1 45.4
a 2235 3072 38.7 33.1
a 2236 86 5.4 4.6
a 2236 1470 7.6 6.5
a 2236 1838 73.7 63.0
a 2237 1852 89.4 76.4
a 2238 1100 8.1 6.9
a 2238 1368 10.8 9.2
a 2238 2199 36.3 31.0
a 2239 1391 7.9 6.8
a 2239 2190 30.5 26.1
a 2239 2194 10.2 8.7
a 2240 1245 5.7 4.9
a 2240 1350 0.8 0.7
a 2240 1423 66.5 56.8
a 2241 525 42.7 36.5
a 2241 1696 58.7 50.2
a 2241 2337 19.9 17.0
a 2241 3113 60.1 51.4
a 2242 68 121.5 103.8
a 2242 679 3.8 3.2
a 2242 757 31.6 27.0
a 2243 291 14.0 12.0
a 2243 1873 15.4 13.2
a 2243 2850 8.4 7.2
a 2243 3049 14.7 12.6
a 2244 1829 5.8 5.0
a 2244 2628 3.1 2.6
a 2244 2924 110.9 94.8
a 2245 49 6.3 5.4
a 2245 230 117.4 100.3
a 2245 479 16.3 13.9
a 2246 1479 45.3 38.7
a 2246 2488 68.3 58.4
a 2246 3078 5.0 4.3
a 2247 982 12.9 11.0
a 2247 2208 11.0 9.4
a 2247 2952 171.2 146.3
a 2248 257 77.8 66.5
a 2248 745 61.9 52.9
a 2248 1416 83.6 71.5
a 2248 2655 96.1 82.1
a 2249 997 44.8 38.3
a 2249 1556 7.6 6.5
a 2249 1628 15.6 13.3
a 2250 968 29.2 25.0
a 2250 1018 24.9 21.3
a 2250 2682 48.8 41.7
a 2251 1286 7.8 6.7
a 2251 1625 8.0 6.8
a 2251 2138 15.3 13.1
a 2251 2165 35.6 30.4
a 2252 1413 51.2 43.8
a 2252 1861 7.2 6.2
a 2252 2055 48.1 41.1
a 2253 432 27.2 23.2
a 2253 3078 64.1 54.8
a 2253 3270 9.6 8.2
a 2254 461 24.1 20.6
a 2254 736 67.6 57.8
a 2254 1342 22.9 19.6
a 2255 686 11.3 9.7
a 2255 1091 53.6 45.8
a 2255 2469 4.6 3.9
a 2256 201 5.6 4.8
a 2256 1962 19.6 16.8
a 2256 2715 10.3 8.8
a 2256 3232 49.7 42.5
a 2257 291 6.3 5.4
a 2257 1327 22.9 19.6
a 2257 2943 5.8 5.0
a 2258 1613 5.6 4.8
a 2258 1970 70.2 60.0
a 2258 2043 8.7 7.4
a 2259 210 35.4 30.3
a 2259 1417 4.4 3.8
a 2259 1930 54.4 46.5
a 2260 1908 36.2 30.9
a 2260 1922 24.7 21.1
a 2260 2680 29.2 25.0
a 2261 115 9.2 7.9
a 2261 420 53.8 46.0
a 2261 1641 100.3 85.7
a 2262 660 4.0 3.4
a 2262 805 54.8 46.8
a 2262 1043 78.1 66.8
a 2262 2319 28.7 24.5
a 2263 158 12.6 10.8
a 2263 514 3.4 2.9
a 2263 531 43.5 37.2
a 2264 536 110.6 94.5
a 2265 1157 6.5 5.6
a 2266 928 7.5 6.4
a 2266 1349 11.5 9.8
a 2266 2657 97.3 83.2
a 2267 229 8.4 7.2
a 2267 1425 18.8 16.1
a 2267 1677 6.8 5.8
a 2267 2598 10.2 8.7
a 2268 105 6.2 5.3
a 2268 714 43.2 36.9
a 2268 3159 57.6 49.2
a 2269 196 8.4 7.2
a 2269 915 120.1 102.6
a 2269 3215 17.3 14.8
a 2270 708 7.5 6.4
a 2270 712 18.9 16.2
a 2270 1319 35.5 30.3
a 2270 2750 7.3 6.2
a 2271 516 2.5 2.1
a 2271 851 19.5 16.7
a 2271 1666 1.9 1.6
a 2272 882 33.5 28.6
a 2272 902 9.5 8.1
a 2272 2570 23.3 19.9
a 2273 467 5.4 4.6
a 2273 1065 41.7 35.6
a 2273 3249 30.0 25.6
a 2274 118 5.4 4.6
a 2274 1760 6.2 5.3
a 2274 2387 52.5 44.9
a 2275 588 7.6 6.5
a 2275 891 26.7 22.8
a 2275 930 34.2 29.2
a 2276 46 2.6 2.2
a 2276 653 6.7 5.7
a 2276 2317 4.1 3.5
a 2277 818 3.3 2.8
a 2277 995 53.4 45.6
a 2277 1358 7.0 6.0
a 2278 173 65.5 56.0
a 2278 2001 30.4 26.0
a 2278 2044 6.4 5.5
a 2278 2112 11.6 9.9
a 2279 944 270.0 230.8
a 2280 352 15.5 13.2
a 2280 1224 9.4 8.0
a 2280 1381 12.4 10.6
a 2280 2481 44.7 38.2
a 2281 348 39.0 33.3
a 2281 1423 6.1 5.2
a 2281 1796 5.0 4.3
a 2281 2394 47.4 40.5
a 2282 411 146.2 125.0
a 2283 1382 31.4 26.8
a 2283 1890 22.2 19.0
a 2283 2708 48.8 41.7
a 2283 2794 113.9 97.4
a 2284 3099 0.6 0.5
a 2285 168 14.4 12.3
a 2285 1326 79.7 68.1
a 2285 2524 8.8 7.5
a 2286 475 6.6 5.6
a 2286 620 31.1 26.6
a 2286 1660 33.3 28.5
a 2287 2691 5.7 4.9
a 2288 811 5.6 4.8
a 2288 1771 201.5 172.2
a 2288 2020 110.4 94.4
a 2289 107 52.9 45.2
a 2289 2063 55.6 47.5
a 2289 3050 8.9 7.6
a 2290 395 8.2 7.0
a 2290 675 12.3 10.5
a 2290 847 20.4 17.4
a 2290 891 26.6 22.7
a 2291 11 7.8 6.7
a 2291 637 6.8 5.8
a 2291 1202 6.9 5.9
a 2292 457 5.6 4.8
a 2292 1219 8.1 6.9
a 2292 1719 5.8 5.0
a 2292 2477 37.6 32.1
a 2293 183 9.6 8.2
a 2293 207 74.5 63.7
a 2293 2563 8.7 7.4
a 2294 677 59.2 50.6
